TransactionID,ProductCD,TransactionAmt,card_no,card_type,isFraud
56,ProductD,409.45,9258XXXX8979,Amex,0
57,ProductD,142.68,3428XXXX8426,Amex,0
58,ProductA,38.49,9533XXXX6249,Visa,1
59,ProductC,757.59,6291XXXX3817,Amex,0
60,ProductA,624.11,4874XXXX5211,Visa,0
61,ProductC,707.04,1661XXXX4374,Mastercard,0
62,ProductC,220.83,1207XXXX3665,Mastercard,0
63,ProductA,145.01,3493XXXX7813,Mastercard,0
64,ProductA,24.4,1632XXXX4083,Amex,0
65,ProductC,357.08,4719XXXX8123,Visa,0
66,ProductB,594.02,2679XXXX1236,Mastercard,0
67,ProductD,398.32,8446XXXX5443,Visa,0
68,ProductA,443.1,7770XXXX7099,Mastercard,0
69,ProductD,905.12,9555XXXX3368,Amex,0
70,ProductB,354.77,1285XXXX1148,Amex,0
71,ProductB,518.85,5037XXXX7549,Visa,0
72,ProductB,785.82,8121XXXX5895,Amex,0
73,ProductA,402.58,6280XXXX2012,Amex,0
74,ProductB,625.87,3785XXXX4725,Visa,0
75,ProductA,863.74,5576XXXX6782,Mastercard,0
76,ProductB,950.03,7257XXXX3408,Amex,0
77,ProductD,155.6,1340XXXX3817,Visa,0
78,ProductD,927.32,3496XXXX6962,Amex,0
79,ProductC,497.2,6299XXXX8574,Amex,0
80,ProductD,265.66,2689XXXX4267,Amex,0
81,ProductC,464.54,5406XXXX9453,Amex,0
82,ProductD,980.23,2442XXXX9597,Visa,0
83,ProductA,497.69,5437XXXX6435,Visa,0
84,ProductD,335.46,9435XXXX5107,Visa,0
85,ProductC,637.07,1560XXXX9785,Amex,0
86,ProductC,247.74,6548XXXX2826,Amex,0
87,ProductB,85.1,8629XXXX9325,Amex,1
88,ProductA,137.59,4138XXXX8693,Visa,0
89,ProductD,136.77,9264XXXX8842,Amex,0
90,ProductB,160.38,7721XXXX8002,Mastercard,1
91,ProductD,147.44,5225XXXX3978,Amex,0
92,ProductD,644.47,8373XXXX6907,Mastercard,0
93,ProductB,190.06,7097XXXX6656,Amex,0
94,ProductB,352.21,9984XXXX5259,Visa,0
95,ProductB,897.82,9286XXXX6901,Amex,0
96,ProductB,479.22,5917XXXX9429,Mastercard,0
97,ProductB,670.88,3530XXXX2960,Mastercard,0
98,ProductD,180.6,8045XXXX2048,Amex,0
99,ProductB,200.37,6772XXXX3529,Mastercard,0
100,ProductA,50.46,3964XXXX8137,Mastercard,0
101,ProductC,177.25,1963XXXX1536,Visa,0
102,ProductB,285.8,8340XXXX8179,Amex,0
103,ProductB,185.24,8967XXXX9734,Amex,0
104,ProductD,97.82,1845XXXX6777,Amex,0
105,ProductB,129.43,4036XXXX6947,Mastercard,0
106,ProductB,466.17,3494XXXX3719,Amex,0
107,ProductB,214.27,2884XXXX5349,Amex,0
108,ProductD,370.63,6179XXXX7610,Visa,0
109,ProductB,508.38,7430XXXX8154,Visa,0
110,ProductC,693.49,7488XXXX5737,Visa,0
111,ProductD,48.92,7525XXXX4850,Mastercard,0
112,ProductC,801.42,1689XXXX6175,Amex,0
113,ProductD,631.62,9648XXXX6078,Visa,0
114,ProductB,90.94,6448XXXX2179,Visa,0
115,ProductC,874.84,7406XXXX9591,Visa,0
116,ProductD,921.66,7907XXXX9800,Amex,0
117,ProductA,70.47,2638XXXX6671,Amex,0
118,ProductB,284.11,7928XXXX2382,Amex,0
119,ProductD,808.14,2403XXXX4292,Mastercard,0
120,ProductA,750.78,1419XXXX5517,Mastercard,0
121,ProductD,192.68,4302XXXX8857,Visa,0
122,ProductA,217.26,8870XXXX6693,Amex,0
123,ProductB,376.77,1767XXXX3044,Visa,0
124,ProductC,489.68,2549XXXX7140,Amex,0
125,ProductA,622.07,4716XXXX5481,Amex,0
126,ProductD,375.22,8898XXXX7548,Amex,0
127,ProductB,467.91,3293XXXX5837,Mastercard,0
128,ProductA,750.0,8758XXXX7793,Mastercard,0
129,ProductD,46.32,8638XXXX8993,Amex,0
130,ProductD,259.91,7007XXXX6542,Visa,0
131,ProductD,716.22,7356XXXX9433,Amex,0
132,ProductA,896.25,8380XXXX3385,Amex,0
133,ProductA,516.56,5268XXXX1671,Visa,0
134,ProductA,536.79,1163XXXX9656,Amex,0
135,ProductC,116.1,5592XXXX5795,Visa,0
136,ProductA,452.94,5798XXXX7036,Mastercard,0
137,ProductA,537.29,3355XXXX6887,Mastercard,0
138,ProductA,250.05,8961XXXX6827,Visa,0
139,ProductC,276.55,9737XXXX5719,Mastercard,0
140,ProductA,383.51,1593XXXX5839,Mastercard,0
141,ProductD,29.87,8394XXXX4493,Visa,0
142,ProductA,328.86,7164XXXX3672,Mastercard,0
143,ProductD,219.33,5200XXXX1016,Amex,0
144,ProductD,334.22,4191XXXX1392,Amex,0
145,ProductD,128.56,9616XXXX7272,Visa,0
146,ProductC,891.62,1571XXXX4631,Mastercard,0
147,ProductC,597.66,7172XXXX8177,Amex,0
148,ProductC,682.31,9433XXXX4897,Amex,0
149,ProductA,791.28,9123XXXX3279,Mastercard,0
150,ProductD,503.46,9980XXXX8451,Mastercard,0
151,ProductC,96.05,9906XXXX1775,Amex,0
152,ProductC,541.74,7869XXXX3247,Amex,0
153,ProductA,590.97,8088XXXX1078,Visa,0
154,ProductC,747.99,9080XXXX8099,Visa,0
155,ProductA,437.34,4926XXXX8340,Amex,0
156,ProductB,136.3,8083XXXX7230,Visa,0
157,ProductC,290.94,5940XXXX4271,Amex,0
158,ProductB,369.45,4456XXXX8788,Amex,0
159,ProductA,649.46,9599XXXX8650,Visa,0
160,ProductD,575.07,3711XXXX2668,Visa,1
161,ProductC,362.54,1147XXXX7420,Mastercard,0
162,ProductA,986.65,1365XXXX5531,Mastercard,0
163,ProductD,609.72,6330XXXX6510,Mastercard,0
164,ProductD,244.85,9754XXXX9964,Amex,0
165,ProductB,110.76,7493XXXX6439,Visa,0
166,ProductA,161.33,7511XXXX8504,Amex,0
167,ProductD,253.5,2246XXXX4839,Visa,0
168,ProductC,169.07,9551XXXX3376,Amex,0
169,ProductC,194.7,4009XXXX2827,Mastercard,0
170,ProductB,292.24,7979XXXX9569,Mastercard,0
171,ProductD,181.64,5285XXXX7910,Mastercard,0
172,ProductA,897.8,9561XXXX3196,Amex,0
173,ProductC,89.43,4747XXXX9843,Visa,0
174,ProductD,529.27,6978XXXX6607,Visa,0
175,ProductD,416.29,1769XXXX1780,Mastercard,0
176,ProductB,982.55,7303XXXX4983,Mastercard,0
177,ProductC,120.92,9714XXXX1521,Mastercard,0
178,ProductC,403.88,8569XXXX6784,Mastercard,0
179,ProductA,969.78,5583XXXX6946,Visa,0
180,ProductC,866.85,5941XXXX7267,Amex,0
181,ProductA,818.9,8128XXXX3461,Amex,0
182,ProductC,265.32,1685XXXX3160,Amex,0
183,ProductB,179.18,8031XXXX6341,Amex,0
184,ProductC,671.96,1038XXXX5875,Mastercard,0
185,ProductA,930.08,2256XXXX8697,Mastercard,0
186,ProductA,561.2,3196XXXX8165,Mastercard,0
187,ProductB,575.9,1301XXXX8527,Amex,0
188,ProductC,287.18,7381XXXX1646,Mastercard,0
189,ProductC,771.8,9789XXXX9853,Mastercard,0
190,ProductB,195.17,5330XXXX8003,Visa,0
191,ProductC,330.44,4537XXXX5558,Visa,0
192,ProductC,431.18,7579XXXX9474,Mastercard,0
193,ProductA,512.53,5082XXXX5183,Visa,0
194,ProductC,249.99,9652XXXX4754,Visa,0
195,ProductC,123.69,2724XXXX2376,Mastercard,0
196,ProductB,614.51,9706XXXX9894,Mastercard,1
197,ProductB,295.74,2653XXXX3066,Mastercard,0
198,ProductD,585.43,1022XXXX3460,Mastercard,0
199,ProductA,162.82,6926XXXX7251,Amex,0
200,ProductC,486.33,8295XXXX4300,Amex,0
201,ProductC,537.26,7279XXXX9553,Mastercard,0
202,ProductD,61.31,8353XXXX4727,Visa,0
203,ProductC,343.24,7272XXXX6995,Mastercard,0
204,ProductA,143.07,1514XXXX1448,Mastercard,0
205,ProductD,72.74,7019XXXX6343,Visa,0
206,ProductA,990.06,9033XXXX3520,Amex,0
207,ProductD,329.13,4081XXXX2428,Mastercard,0
208,ProductD,811.78,4967XXXX7445,Mastercard,0
209,ProductB,262.09,3159XXXX6132,Amex,0
210,ProductA,684.69,3547XXXX3979,Amex,0
211,ProductC,762.63,3649XXXX9505,Visa,0
212,ProductC,599.68,4083XXXX2037,Amex,0
213,ProductA,476.86,4489XXXX8604,Amex,0
214,ProductC,417.72,8544XXXX3634,Amex,0
215,ProductC,355.38,4983XXXX2778,Visa,0
216,ProductA,930.23,8902XXXX6110,Amex,0
217,ProductD,832.31,6189XXXX8378,Amex,0
218,ProductA,965.38,2124XXXX1697,Visa,0
219,ProductD,133.05,3179XXXX6251,Amex,0
220,ProductC,733.56,2929XXXX2013,Amex,0
221,ProductC,938.96,1226XXXX8321,Visa,0
222,ProductC,189.42,2828XXXX8909,Mastercard,0
223,ProductB,75.83,6588XXXX3023,Visa,0
224,ProductD,743.71,5966XXXX6891,Amex,0
225,ProductB,578.73,2080XXXX6036,Amex,0
226,ProductB,843.41,3563XXXX4292,Amex,0
227,ProductA,148.37,4586XXXX5431,Visa,0
228,ProductB,797.31,7841XXXX7643,Amex,0
229,ProductA,209.61,4959XXXX1161,Amex,0
230,ProductA,172.02,1593XXXX4390,Visa,0
231,ProductB,172.62,6997XXXX7354,Mastercard,0
232,ProductD,816.43,1663XXXX1541,Mastercard,0
233,ProductD,668.55,6433XXXX6093,Amex,0
234,ProductD,527.83,1867XXXX9623,Visa,0
235,ProductD,365.24,6469XXXX7256,Amex,0
236,ProductD,878.43,2169XXXX1830,Visa,0
237,ProductB,398.52,2651XXXX2136,Visa,0
238,ProductB,818.43,3810XXXX9667,Mastercard,0
239,ProductC,444.74,2019XXXX6237,Mastercard,0
240,ProductD,383.17,2283XXXX1659,Visa,0
241,ProductB,468.05,3010XXXX9590,Amex,0
242,ProductC,308.36,2733XXXX3125,Mastercard,0
243,ProductD,750.13,3171XXXX9266,Amex,0
244,ProductA,507.69,4471XXXX6624,Mastercard,0
245,ProductC,239.89,9691XXXX9329,Mastercard,0
246,ProductB,900.58,3097XXXX6068,Amex,0
247,ProductA,390.05,7397XXXX3757,Mastercard,0
248,ProductA,548.12,4920XXXX9186,Mastercard,0
249,ProductA,907.41,2900XXXX3610,Amex,0
250,ProductC,628.0,7900XXXX2449,Mastercard,0
251,ProductB,125.73,9738XXXX6017,Mastercard,0
252,ProductA,940.43,8999XXXX7052,Mastercard,0
253,ProductD,631.43,3096XXXX9895,Amex,0
254,ProductA,341.56,7404XXXX4331,Visa,0
255,ProductA,147.88,8462XXXX6105,Amex,0
256,ProductC,796.08,3978XXXX3839,Visa,0
257,ProductC,623.87,4384XXXX1685,Mastercard,0
258,ProductB,538.13,8531XXXX5283,Visa,0
259,ProductD,894.95,8736XXXX8710,Amex,0
260,ProductC,790.71,2619XXXX7868,Amex,0
261,ProductA,160.16,2431XXXX5713,Mastercard,0
262,ProductB,318.6,5998XXXX1162,Visa,0
263,ProductA,256.0,2974XXXX4291,Mastercard,0
264,ProductA,746.51,9461XXXX1631,Mastercard,0
265,ProductC,43.2,1905XXXX3014,Amex,0
266,ProductB,574.19,8896XXXX1204,Visa,0
267,ProductD,764.83,1581XXXX6675,Visa,0
268,ProductD,878.0,6347XXXX3643,Visa,0
269,ProductC,348.66,9017XXXX3297,Visa,0
270,ProductC,823.04,1874XXXX6560,Mastercard,0
271,ProductB,119.53,1689XXXX5000,Mastercard,0
272,ProductD,847.99,1671XXXX8927,Amex,0
273,ProductD,136.21,2171XXXX6591,Mastercard,0
274,ProductD,403.31,7342XXXX2449,Mastercard,0
275,ProductA,799.32,3539XXXX4959,Amex,0
276,ProductD,158.42,7285XXXX6432,Amex,0
277,ProductA,236.96,5260XXXX3361,Amex,0
278,ProductB,725.03,7164XXXX4670,Mastercard,0
279,ProductA,722.84,2753XXXX9100,Mastercard,0
280,ProductB,644.74,2938XXXX9562,Amex,0
281,ProductD,697.01,6976XXXX7588,Amex,0
282,ProductD,547.3,9616XXXX7304,Amex,0
283,ProductB,259.28,8345XXXX8875,Mastercard,0
284,ProductC,352.24,7633XXXX1597,Mastercard,0
285,ProductB,189.78,4062XXXX3336,Visa,0
286,ProductC,909.37,1572XXXX8521,Mastercard,0
287,ProductA,587.56,7171XXXX8097,Mastercard,0
288,ProductA,406.84,3090XXXX7566,Mastercard,1
289,ProductA,467.39,5624XXXX2633,Amex,0
290,ProductD,947.81,2517XXXX4648,Mastercard,0
291,ProductA,161.82,2537XXXX4137,Amex,0
292,ProductC,590.37,7985XXXX1097,Visa,0
293,ProductA,510.83,4750XXXX9535,Visa,0
294,ProductB,615.34,9174XXXX9103,Amex,0
295,ProductB,27.93,6413XXXX5666,Amex,0
296,ProductD,873.4,1610XXXX2727,Amex,0
297,ProductB,932.8,2854XXXX6055,Mastercard,0
298,ProductC,569.48,3324XXXX6774,Visa,0
299,ProductA,699.68,7519XXXX2749,Amex,0
300,ProductD,923.27,1781XXXX8548,Mastercard,0
301,ProductA,710.17,7823XXXX3105,Visa,0
302,ProductA,161.01,4867XXXX8193,Mastercard,0
303,ProductC,580.53,5976XXXX3113,Visa,0
304,ProductB,610.65,6879XXXX4970,Mastercard,0
305,ProductB,429.89,8264XXXX2577,Visa,0
306,ProductA,739.08,3274XXXX5869,Visa,0
307,ProductD,935.02,7744XXXX3426,Mastercard,0
308,ProductB,926.31,6546XXXX7852,Amex,0
309,ProductD,456.33,3551XXXX7411,Visa,0
310,ProductB,122.11,1007XXXX9087,Amex,0
311,ProductD,984.99,3555XXXX1475,Mastercard,0
312,ProductC,840.51,6416XXXX9676,Amex,0
313,ProductD,133.42,8239XXXX7710,Amex,0
314,ProductC,921.63,6000XXXX5654,Amex,0
315,ProductC,871.2,9078XXXX7063,Amex,0
316,ProductD,523.65,3285XXXX6223,Amex,0
317,ProductC,595.36,7971XXXX4525,Visa,0
318,ProductA,405.01,3822XXXX5943,Visa,0
319,ProductC,64.21,7530XXXX1258,Visa,0
320,ProductB,341.85,1282XXXX2898,Mastercard,0
321,ProductD,804.82,5135XXXX7629,Amex,0
322,ProductA,14.59,4200XXXX6110,Visa,0
323,ProductD,340.16,8167XXXX1612,Mastercard,0
324,ProductB,404.19,1687XXXX4690,Visa,0
325,ProductB,542.02,9804XXXX3307,Visa,0
326,ProductB,920.66,8133XXXX7509,Amex,0
327,ProductC,352.88,6906XXXX3591,Mastercard,0
328,ProductC,353.48,8183XXXX6248,Amex,0
329,ProductD,740.13,9766XXXX6108,Amex,0
330,ProductD,457.7,4604XXXX1669,Visa,0
331,ProductA,232.36,5364XXXX8329,Amex,0
332,ProductA,457.92,2283XXXX1923,Mastercard,0
333,ProductD,149.45,2125XXXX2529,Amex,0
334,ProductC,184.62,9438XXXX4711,Amex,0
335,ProductB,503.38,9004XXXX7274,Amex,0
336,ProductD,424.74,4864XXXX8833,Visa,0
337,ProductA,915.7,7788XXXX1226,Mastercard,0
338,ProductC,368.77,1264XXXX1645,Visa,0
339,ProductD,584.78,8544XXXX6569,Visa,0
340,ProductD,635.94,3990XXXX3504,Visa,0
341,ProductC,22.96,1587XXXX5079,Visa,0
342,ProductD,666.9,4348XXXX7299,Visa,0
343,ProductC,186.26,4831XXXX9381,Mastercard,0
344,ProductB,961.46,2715XXXX7450,Amex,0
345,ProductC,157.18,6433XXXX2098,Visa,0
346,ProductC,420.48,8096XXXX3326,Visa,0
347,ProductC,94.5,7416XXXX7980,Mastercard,0
348,ProductD,996.91,7763XXXX2674,Mastercard,0
349,ProductD,507.17,8950XXXX9915,Amex,0
350,ProductC,599.43,7049XXXX2089,Mastercard,0
351,ProductD,76.41,5578XXXX1155,Amex,1
352,ProductA,752.46,2958XXXX7344,Visa,0
353,ProductA,217.81,6779XXXX7144,Visa,0
354,ProductD,899.07,6063XXXX4830,Amex,0
355,ProductD,213.09,9831XXXX7659,Mastercard,0
356,ProductC,198.78,1441XXXX7040,Amex,0
357,ProductB,46.18,6925XXXX8358,Mastercard,0
358,ProductD,477.35,5628XXXX7370,Visa,0
359,ProductA,569.19,1948XXXX9179,Mastercard,0
360,ProductC,75.05,7115XXXX1459,Amex,0
361,ProductD,777.77,8568XXXX5646,Amex,0
362,ProductA,458.76,1392XXXX2787,Visa,0
363,ProductA,529.15,8374XXXX2138,Mastercard,0
364,ProductB,446.36,5741XXXX8418,Mastercard,0
365,ProductC,406.76,7362XXXX3454,Mastercard,0
366,ProductC,564.04,4674XXXX2377,Visa,0
367,ProductB,163.69,7701XXXX3597,Mastercard,0
368,ProductB,190.11,1141XXXX3659,Amex,0
369,ProductC,863.17,5596XXXX6661,Mastercard,0
370,ProductC,946.65,7142XXXX6626,Visa,0
371,ProductD,379.58,9787XXXX9472,Mastercard,0
372,ProductD,278.04,1423XXXX7999,Mastercard,0
373,ProductB,647.56,5249XXXX2750,Amex,0
374,ProductD,414.65,5757XXXX2967,Mastercard,0
375,ProductA,35.13,5088XXXX5178,Amex,0
376,ProductD,164.59,8789XXXX3946,Amex,0
377,ProductD,718.81,6394XXXX8880,Visa,0
378,ProductA,662.33,6075XXXX8230,Amex,0
379,ProductB,36.83,2531XXXX3990,Amex,0
380,ProductA,229.75,8155XXXX5493,Visa,0
381,ProductD,238.76,1933XXXX2460,Amex,0
382,ProductB,675.17,3723XXXX1285,Visa,0
383,ProductD,29.51,1264XXXX7816,Mastercard,0
384,ProductA,113.07,2762XXXX1040,Visa,0
385,ProductA,801.92,6827XXXX9259,Amex,0
386,ProductD,186.76,1987XXXX8804,Visa,0
387,ProductC,656.22,8789XXXX6717,Amex,0
388,ProductC,245.8,4198XXXX6374,Mastercard,0
389,ProductA,108.45,5790XXXX8183,Visa,0
390,ProductA,250.74,3524XXXX3479,Mastercard,0
391,ProductC,725.04,6154XXXX1778,Amex,0
392,ProductC,857.14,2492XXXX1660,Amex,0
393,ProductD,831.92,2348XXXX8851,Mastercard,0
394,ProductD,403.21,8156XXXX3044,Visa,0
395,ProductC,671.4,8368XXXX4516,Visa,0
396,ProductD,212.93,5577XXXX1727,Amex,0
397,ProductD,300.22,8468XXXX1342,Mastercard,0
398,ProductB,897.37,2447XXXX7581,Mastercard,0
399,ProductD,22.87,7317XXXX1526,Visa,0
400,ProductA,94.65,7748XXXX1405,Visa,0
401,ProductD,215.81,8986XXXX4740,Visa,0
402,ProductD,36.27,2846XXXX2478,Mastercard,0
403,ProductC,189.62,1771XXXX6525,Visa,0
404,ProductA,587.21,9770XXXX1193,Visa,0
405,ProductD,427.21,3007XXXX2185,Amex,0
406,ProductD,893.74,3394XXXX5005,Visa,0
407,ProductB,819.27,8429XXXX3261,Visa,0
408,ProductD,348.4,4736XXXX7716,Mastercard,0
409,ProductD,266.83,5875XXXX9921,Mastercard,0
410,ProductB,385.9,5378XXXX8815,Amex,0
411,ProductC,594.39,4451XXXX8616,Visa,0
412,ProductD,275.38,3800XXXX9333,Amex,0
413,ProductB,627.91,6410XXXX2455,Mastercard,0
414,ProductA,415.32,7892XXXX6808,Amex,0
415,ProductC,556.53,7796XXXX5796,Mastercard,0
416,ProductA,441.77,6093XXXX2325,Amex,0
417,ProductA,301.52,5976XXXX2159,Amex,0
418,ProductB,948.97,5650XXXX5987,Visa,0
419,ProductD,765.97,5697XXXX1340,Amex,0
420,ProductB,148.71,4828XXXX2968,Visa,0
421,ProductB,869.78,1703XXXX6482,Visa,0
422,ProductB,492.56,7376XXXX2800,Visa,0
423,ProductB,895.61,6463XXXX5912,Visa,0
424,ProductC,801.86,5648XXXX1855,Amex,0
425,ProductD,430.96,3866XXXX1182,Mastercard,0
426,ProductA,32.24,4112XXXX6670,Mastercard,0
427,ProductA,275.99,5492XXXX6823,Mastercard,0
428,ProductD,546.22,2517XXXX6002,Amex,0
429,ProductA,637.14,2356XXXX4629,Visa,0
430,ProductD,265.31,4628XXXX9210,Mastercard,0
431,ProductA,147.96,7132XXXX7588,Amex,0
432,ProductB,836.58,4311XXXX7048,Visa,0
433,ProductA,984.56,7246XXXX1987,Mastercard,1
434,ProductD,530.43,4321XXXX5615,Visa,0
435,ProductD,179.96,9365XXXX4741,Mastercard,0
436,ProductD,279.58,4052XXXX7574,Mastercard,0
437,ProductD,28.21,1726XXXX4760,Mastercard,0
438,ProductD,915.16,6806XXXX2875,Visa,0
439,ProductC,126.57,7993XXXX5033,Amex,0
440,ProductC,580.75,6443XXXX1989,Visa,0
441,ProductA,281.31,4744XXXX9611,Mastercard,0
442,ProductD,558.64,1593XXXX2774,Visa,0
443,ProductA,654.91,1935XXXX4808,Amex,0
444,ProductD,831.44,1331XXXX8922,Visa,0
445,ProductD,214.36,3702XXXX6889,Amex,0
446,ProductC,20.89,6054XXXX4868,Amex,0
447,ProductC,145.52,5200XXXX1201,Visa,0
448,ProductB,901.02,3497XXXX2842,Mastercard,0
449,ProductC,875.15,5658XXXX8544,Amex,0
450,ProductB,601.44,8718XXXX1770,Visa,0
451,ProductB,604.51,4155XXXX2628,Amex,0
452,ProductB,668.39,1386XXXX7031,Mastercard,0
453,ProductB,183.62,7439XXXX7401,Visa,0
454,ProductB,915.27,5008XXXX3466,Visa,0
455,ProductA,424.58,3282XXXX2856,Visa,0
456,ProductC,389.31,8980XXXX2998,Mastercard,0
457,ProductB,523.73,6476XXXX5669,Amex,0
458,ProductD,56.5,5318XXXX8064,Visa,0
459,ProductC,174.62,8446XXXX2431,Amex,0
460,ProductC,740.65,6624XXXX8461,Amex,0
461,ProductB,91.97,2819XXXX2130,Mastercard,0
462,ProductA,607.12,7563XXXX3658,Visa,0
463,ProductB,252.9,4500XXXX9566,Amex,0
464,ProductA,395.4,3120XXXX5020,Visa,0
465,ProductD,295.81,4259XXXX2823,Visa,0
466,ProductC,362.12,2474XXXX3242,Mastercard,0
467,ProductD,721.86,4243XXXX7990,Visa,0
468,ProductA,304.15,6160XXXX4134,Visa,0
469,ProductA,570.74,3070XXXX1359,Amex,0
470,ProductD,481.29,2141XXXX2635,Mastercard,0
471,ProductA,667.03,5000XXXX4361,Visa,0
472,ProductD,937.46,7583XXXX8835,Amex,0
473,ProductC,735.25,1006XXXX4267,Mastercard,0
474,ProductD,222.79,7564XXXX5928,Mastercard,0
475,ProductC,40.87,3606XXXX6906,Amex,0
476,ProductD,269.64,4273XXXX8611,Amex,0
477,ProductA,599.13,1913XXXX3011,Amex,0
478,ProductD,60.91,2442XXXX6546,Amex,0
479,ProductA,501.4,2829XXXX9767,Amex,0
480,ProductD,600.87,7468XXXX1929,Visa,0
481,ProductD,340.9,4699XXXX2054,Visa,0
482,ProductB,773.2,6744XXXX2900,Mastercard,0
483,ProductA,115.53,7980XXXX8069,Visa,0
484,ProductB,84.39,4415XXXX1442,Visa,0
485,ProductA,730.91,7218XXXX5652,Visa,0
486,ProductB,500.54,8939XXXX8833,Amex,0
487,ProductC,691.52,8597XXXX5458,Mastercard,0
488,ProductD,440.48,7591XXXX3309,Mastercard,0
489,ProductA,253.94,7268XXXX1910,Mastercard,0
490,ProductA,820.91,5340XXXX5009,Mastercard,0
491,ProductD,801.42,7628XXXX3169,Visa,0
492,ProductA,697.75,3172XXXX6668,Visa,0
493,ProductA,279.42,7313XXXX9315,Amex,0
494,ProductB,594.33,9036XXXX7789,Mastercard,0
495,ProductA,367.36,1785XXXX7139,Visa,0
496,ProductC,100.67,7344XXXX3416,Visa,0
497,ProductC,918.14,9988XXXX5154,Amex,0
498,ProductD,145.45,6619XXXX2936,Amex,0
499,ProductA,950.73,4807XXXX8151,Amex,0
500,ProductD,451.55,4236XXXX3352,Visa,0
501,ProductC,193.28,2932XXXX9556,Visa,0
502,ProductA,546.48,5916XXXX6498,Amex,0
503,ProductA,874.22,1946XXXX2439,Mastercard,0
504,ProductD,734.9,8730XXXX5857,Amex,0
505,ProductC,808.5,1340XXXX1382,Amex,0
506,ProductA,662.2,9491XXXX1138,Amex,0
507,ProductD,695.35,1358XXXX5931,Amex,0
508,ProductC,850.7,4456XXXX2627,Visa,0
509,ProductD,257.17,7626XXXX6004,Mastercard,0
510,ProductB,494.53,7652XXXX7416,Amex,0
511,ProductA,229.0,4170XXXX4835,Mastercard,0
512,ProductB,987.79,9017XXXX3151,Mastercard,0
513,ProductC,944.62,7905XXXX3834,Mastercard,0
514,ProductB,49.03,3567XXXX2307,Amex,0
515,ProductB,708.52,9848XXXX3660,Visa,0
516,ProductC,926.0,4730XXXX7207,Amex,0
517,ProductD,188.77,4162XXXX2140,Mastercard,0
518,ProductB,572.27,9458XXXX2708,Mastercard,0
519,ProductD,916.33,4630XXXX4211,Visa,0
520,ProductB,43.61,7538XXXX1475,Amex,0
521,ProductD,700.45,8684XXXX2207,Mastercard,0
522,ProductC,304.38,2960XXXX1557,Visa,0
